Timestamp,Load Cell 1 (mN),Load Cell 2 (mN),Current (A),Voltage (V),Shunt Voltage (mV),Power (W),Manual Power (W)
2025-06-25 16:41:24 CDT,0,0,0.005,7.37,0.0,0.05,0.04
2025-06-25 16:41:24 CDT,0,0,0.248,7.15,0.0,1.8,1.77
2025-06-25 16:41:25 CDT,0,0,0.043,7.33,0.0,0.27,0.32
2025-06-25 16:41:25 CDT,0,0,0.005,7.36,0.0,0.05,0.04
2025-06-25 16:41:25 CDT,0,0,0.004,7.36,0.0,0.05,0.03
2025-06-25 16:41:25 CDT,0,0,0.006,7.36,0.0,0.05,0.04
2025-06-25 16:41:26 CDT,0,0,0.005,7.36,0.0,0.05,0.04
2025-06-25 16:41:26 CDT,0,0,0.005,7.36,0.0,0.05,0.04
2025-06-25 16:41:26 CDT,0,0,0.006,7.36,0.0,0.05,0.04
2025-06-25 16:41:26 CDT,0,0,0.006,7.36,0.0,0.05,0.04
2025-06-25 16:41:27 CDT,0,0,0.006,7.36,0.0,0.05,0.04
2025-06-25 16:41:27 CDT,0,0,0.004,7.37,0.0,0.05,0.03
2025-06-25 16:41:27 CDT,0,0,0.005,7.36,0.0,0.05,0.04
2025-06-25 16:41:27 CDT,0,0,0.005,7.37,0.0,0.05,0.04
2025-06-25 16:41:28 CDT,0,0,0.005,7.37,0.0,0.05,0.04
2025-06-25 16:41:28 CDT,0,0,0.004,7.37,0.0,0.05,0.03
2025-06-25 16:41:28 CDT,0,0,0.004,7.37,0.0,0.05,0.03
2025-06-25 16:41:28 CDT,0,0,0.064,7.31,0.0,0.45,0.47
2025-06-25 16:41:29 CDT,0,0,0.006,7.37,0.0,0.05,0.04
2025-06-25 16:41:29 CDT,0,0,0.005,7.37,0.0,0.05,0.04
2025-06-25 16:41:29 CDT,0,0,0.005,7.37,0.0,0.05,0.04
2025-06-25 16:41:29 CDT,0,0,0.005,7.37,0.0,0.05,0.04
2025-06-25 16:41:30 CDT,0,0,0.006,7.37,0.0,0.05,0.04
2025-06-25 16:41:30 CDT,0,0,0.006,7.37,0.0,0.05,0.04
2025-06-25 16:41:30 CDT,0,0,0.075,7.31,0.0,0.57,0.55
2025-06-25 16:41:30 CDT,0,0,0.005,7.37,0.0,0.05,0.04
2025-06-25 16:41:31 CDT,0,0,0.093,7.3,0.0,0.7,0.68
2025-06-25 16:41:31 CDT,0,0,0.005,7.37,0.0,0.05,0.04
2025-06-25 16:41:31 CDT,0,0,0.078,7.31,0.0,0.57,0.57
2025-06-25 16:41:31 CDT,0,0,0.093,7.3,0.0,0.7,0.68
2025-06-25 16:41:32 CDT,0,0,0.089,7.3,0.0,0.65,0.65
2025-06-25 16:41:32 CDT,0,0,0.089,7.29,0.0,0.65,0.65
2025-06-25 16:41:32 CDT,0,0,0.094,7.29,0.0,0.7,0.69
2025-06-25 16:41:32 CDT,0,0,0.108,7.28,0.0,0.78,0.79
2025-06-25 16:41:33 CDT,0,0,0.108,7.29,0.0,0.78,0.79
2025-06-25 16:41:33 CDT,0,0,0.104,7.29,0.0,0.78,0.76
2025-06-25 16:41:33 CDT,0,0,0.099,7.29,0.0,0.73,0.72
2025-06-25 16:41:33 CDT,0,0,0.101,7.29,0.0,0.73,0.74
2025-06-25 16:41:34 CDT,0,0,0.005,7.36,0.0,0.05,0.04
2025-06-25 16:41:34 CDT,0,0,0.004,7.36,0.0,0.05,0.03
2025-06-25 16:41:34 CDT,0,0,0.005,7.37,0.0,0.05,0.04
2025-06-25 16:41:34 CDT,0,0,0.004,7.36,0.0,0.05,0.03
2025-06-25 16:41:35 CDT,0,0,0.005,7.36,0.0,0.05,0.04
2025-06-25 16:41:35 CDT,0,0,0.084,7.31,0.0,0.63,0.61
2025-06-25 16:41:35 CDT,0,0,0.005,7.36,0.0,0.05,0.04
2025-06-25 16:41:35 CDT,0,0,0.004,7.36,0.0,0.05,0.03
2025-06-25 16:41:36 CDT,0,0,0.005,7.36,0.0,0.05,0.04
2025-06-25 16:41:36 CDT,0,0,0.005,7.37,0.0,0.05,0.04
2025-06-25 16:41:36 CDT,0,0,0.111,7.28,0.0,0.83,0.81
2025-06-25 16:41:36 CDT,0,0,0.1,7.29,0.0,0.73,0.73
2025-06-25 16:41:37 CDT,0,0,0.099,7.29,0.0,0.73,0.72
2025-06-25 16:41:37 CDT,0,0,0.081,7.29,0.0,0.73,0.59
2025-06-25 16:41:37 CDT,0,0,0.081,7.3,0.0,0.57,0.59
2025-06-25 16:41:37 CDT,0,0,0.101,7.29,0.0,0.73,0.74
2025-06-25 16:41:38 CDT,0,0,0.101,7.28,0.0,0.73,0.74
2025-06-25 16:41:38 CDT,0,0,0.105,7.28,0.0,0.78,0.76
2025-06-25 16:41:38 CDT,0,0,0.095,7.29,0.0,0.78,0.69
2025-06-25 16:41:38 CDT,0,0,0.109,7.28,0.0,0.78,0.79
2025-06-25 16:41:39 CDT,0,0,0.114,7.28,0.0,0.83,0.83
2025-06-25 16:41:39 CDT,0,0,0.123,7.27,0.0,0.9,0.89
2025-06-25 16:41:39 CDT,0,0,0.005,7.36,0.0,0.05,0.04
2025-06-25 16:41:39 CDT,0,0,0.006,7.36,0.0,0.05,0.04
2025-06-25 16:41:40 CDT,0,0,0.004,7.36,0.0,0.05,0.03
2025-06-25 16:41:40 CDT,0,0,0.005,7.36,0.0,0.05,0.04
2025-06-25 16:41:40 CDT,0,0,0.005,7.36,0.0,0.05,0.04
2025-06-25 16:41:40 CDT,0,0,0.006,7.36,0.0,0.05,0.04
2025-06-25 16:41:41 CDT,0,0,0.005,7.36,0.0,0.05,0.04
2025-06-25 16:41:41 CDT,0,0,0.006,7.36,0.0,0.05,0.04
2025-06-25 16:41:41 CDT,0,0,0.005,7.36,0.0,0.05,0.04
2025-06-25 16:41:41 CDT,0,0,0.006,7.36,0.0,0.05,0.04
2025-06-25 16:41:42 CDT,0,0,0.006,7.36,0.0,0.05,0.04
2025-06-25 16:41:42 CDT,0,0,0.005,7.36,0.0,0.05,0.04
2025-06-25 16:41:42 CDT,0,0,0.005,7.36,0.0,0.05,0.04
2025-06-25 16:41:42 CDT,0,0,0.005,7.36,0.0,0.05,0.04
2025-06-25 16:41:43 CDT,0,0,0.005,7.36,0.0,0.05,0.04
2025-06-25 16:41:43 CDT,0,0,0.005,7.36,0.0,0.05,0.04
2025-06-25 16:41:43 CDT,0,0,0.006,7.37,0.0,0.05,0.04
2025-06-25 16:41:43 CDT,0,0,0.074,7.31,0.0,0.53,0.54
